stdg_Cd,bjd_Nm,allcolluvm_Layer_Area,alluvm_Layer_Area,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area
4874039025,경상남도 창녕군 장마면 산지리,48,23,2,0,28,118
4874039027,경상남도 창녕군 장마면 동정리,91,1,1,0,27,111
4827038029,경상남도 밀양시 무안면 판곡리,19,91,16,0,12,90
4827037025,경상남도 밀양시 초동면 반월리,17,202,15,0,171,102
4827037026,경상남도 밀양시 초동면 검암리,72,109,32,0,37,146
4827037028,경상남도 밀양시 초동면 성만리,64,12,80,0,4,229
4827037029,경상남도 밀양시 초동면 신호리,35,46,5,0,50,28
4723038039,경상북도 영천시 고경면 상덕리,91,17,3,4,5,271
4723038040,경상북도 영천시 고경면 가수리,45,27,3,21,11,145
4723038042,경상북도 영천시 고경면 삼산리,38,5,13,0,10,105
4723038044,경상북도 영천시 고경면 오룡리,21,8,102,0,9,403
4476031028,충청남도 부여군 규암면 금암리,57,55,5,0,9,133
4476031029,충청남도 부여군 규암면 신리,34,110,1,0,44,65
4476031031,충청남도 부여군 규암면 진변리,22,76,1,3,25,19
4476031032,충청남도 부여군 규암면 규암리,14,9,0,0,8,22
4476025042,충청남도 부여군 부여읍 현북리,74,159,10,8,95,210
4476031000,충청남도 부여군 규암면,917,1614,75,75,412,1523
4476031022,충청남도 부여군 규암면 나복리,105,154,9,0,9,182
4476031023,충청남도 부여군 규암면 모리,34,68,3,0,9,54
4476031025,충청남도 부여군 규암면 호암리,47,29,1,0,59,89
4476025041,충청남도 부여군 부여읍 왕포리,5,140,0,0,30,6
4161035023,경기도 광주시 남종면 이석리,4,6,25,0,41,367
4161035025,경기도 광주시 남종면 귀여리,55,138,38,0,195,1125
4161035026,경기도 광주시 남종면 검천리,57,62,32,0,151,527
4161035028,경기도 광주시 남종면 우천리,0,17,0,0,101,0
4159035023,경기도 화성시 서신면 광평리,42,57,11,0,4,60
4159035024,경기도 화성시 서신면 장외리,68,98,29,0,41,183
4159034023,경기도 화성시 송산면 삼존리,61,375,4,0,77,147
4159032026,경기도 화성시 비봉면 쌍학리,94,66,46,0,4,368
4159032027,경기도 화성시 비봉면 청요리,111,30,15,3,0,234
4159032028,경기도 화성시 비봉면 자안리,105,36,19,0,1,245
4159033021,경기도 화성시 마도면 석교리,40,82,6,0,3,111
4159033023,경기도 화성시 마도면 송정리,97,63,13,0,4,192
4159033024,경기도 화성시 마도면 쌍송리,50,72,1,0,93,138
4159033026,경기도 화성시 마도면 슬항리,14,177,1,0,1,53
4159033027,경기도 화성시 마도면 해문리,62,28,19,0,2,126
4159033029,경기도 화성시 마도면 금당리,51,87,10,0,3,122
4673034021,전라남도 구례군 마산면 마산리,48,20,118,0,6,197
4681031000,전라남도 강진군 군동면,790,1221,410,134,335,3162
4683037000,전라남도 영암군 서호면,662,813,354,21,439,2087
4683037022,전라남도 영암군 서호면 화송리,104,8,0,0,4,91
4683037023,전라남도 영암군 서호면 청용리,96,6,17,0,13,348
4683037025,전라남도 영암군 서호면 장천리,76,34,31,0,4,344
4683037026,전라남도 영암군 서호면 쌍풍리,89,68,66,0,19,326
4683037028,전라남도 영암군 서호면 성재리,41,113,66,0,44,141
4683037029,전라남도 영암군 서호면 금강리,32,156,55,0,132,163
4683038000,전라남도 영암군 학산면,493,1007,559,256,341,3515
4683038021,전라남도 영암군 학산면 묵동리,26,48,87,0,5,592
4683038022,전라남도 영암군 학산면 상월리,53,134,96,76,68,696
4723039025,경상북도 영천시 북안면 명주리,43,30,1,0,7,89
4723039027,경상북도 영천시 북안면 신대리,55,8,0,6,9,98
4723039028,경상북도 영천시 북안면 신리리,29,48,2,31,15,77
4723039030,경상북도 영천시 북안면 도천리,35,22,10,24,8,88
4723039031,경상북도 영천시 북안면 옥천리,56,0,10,0,1,135
4723039033,경상북도 영천시 북안면 고지리,79,33,24,26,16,263
4723039034,경상북도 영천시 북안면 임포리,61,16,9,6,11,188
4723039036,경상북도 영천시 북안면 자포리,80,0,33,7,3,207
4725012800,경상북도 상주시 초산동,67,29,0,110,13,67
4725013100,경상북도 상주시 부원동,55,9,49,0,1,170
4725013200,경상북도 상주시 죽전동,37,0,0,118,4,12
4725013300,경상북도 상주시 만산동,97,8,54,13,12,145
4822031023,경상남도 통영시 용남면 장문리,8,7,72,0,4,148
4822031024,경상남도 통영시 용남면 삼화리,14,10,65,0,4,106
4822031025,경상남도 통영시 용남면 원평리,33,41,76,0,11,216
4822031026,경상남도 통영시 용남면 장평리,4,3,42,0,6,113
4827038028,경상남도 밀양시 무안면 동산리,62,34,74,0,12,363
4827038023,경상남도 밀양시 무안면 삼태리,10,77,37,0,19,169
4874039024,경상남도 창녕군 장마면 초곡리,135,0,16,0,9,360
4723035023,경상북도 영천시 화남면 신호리,104,30,1,50,31,204
4723035024,경상북도 영천시 화남면 사천리,141,1,3,56,23,350
4723035026,경상북도 영천시 화남면 선천리,76,71,22,27,45,153
4723035027,경상북도 영천시 화남면 삼창리,57,68,32,41,22,119
4723035029,경상북도 영천시 화남면 안천리,136,73,4,2,26,450
4723035030,경상북도 영천시 화남면 온천리,70,9,4,0,4,314
4723035032,경상북도 영천시 화남면 용계리,8,0,131,0,15,820
4723036000,경상북도 영천시 자양면,424,174,1107,10,653,6536
4723036021,경상북도 영천시 자양면 보현리,107,56,449,0,15,1294
4723038035,경상북도 영천시 고경면 동도리,43,22,35,31,15,139
4723038036,경상북도 영천시 고경면 차당리,113,8,5,7,15,287
4824035029,경상남도 사천시 곤양면 가화리,92,2,2,0,49,371
4824035031,경상남도 사천시 곤양면 중항리,122,16,0,0,6,296
4824035032,경상남도 사천시 곤양면 무고리,106,37,52,0,5,470
4824036000,경상남도 사천시 곤명면,1093,512,218,0,637,4519
4824034025,경상남도 사천시 축동면 반용리,103,16,0,0,19,342
4824033021,경상남도 사천시 용현면 송지리,57,52,4,88,9,37
4824033022,경상남도 사천시 용현면 선진리,84,29,1,0,18,95
4824033024,경상남도 사천시 용현면 신촌리,33,13,1,0,12,59
4824033025,경상남도 사천시 용현면 온정리,53,57,9,12,18,32
4824033027,경상남도 사천시 용현면 석계리,23,0,36,0,3,249
4824033028,경상남도 사천시 용현면 구월리,41,0,48,2,14,154
4824033031,경상남도 사천시 용현면 주문리,49,93,0,39,6,0
4776031045,경상북도 영양군 입암면 병옥리,22,25,22,9,10,256
4776031046,경상북도 영양군 입암면 흥구리,36,21,28,31,36,126
4776032000,경상북도 영양군 청기면,884,383,1127,1,196,11479
4790041042,경상북도 예천군 풍양면 효갈리,74,68,37,1,116,132
4723025028,경상북도 영천시 금호읍 신월리,22,10,11,151,19,57
4723032027,경상북도 영천시 신녕면 화성리,75,39,3,0,7,132
4723032028,경상북도 영천시 신녕면 완전리,35,118,2,20,20,64
4723032031,경상북도 영천시 신녕면 가천리,51,7,95,0,13,576
4723033000,경상북도 영천시 화산면,1189,253,136,329,190,3215
4723033022,경상북도 영천시 화산면 덕암리,29,41,0,12,7,68
4711300000,경상북도 포항시북구,7864,6823,4489,1429,1719,51230
4711310200,경상북도 포항시북구 신흥동,2,9,0,0,0,2
4711133000,경상북도 포항시남구 장기면,1130,983,543,10,268,7101
4711133021,경상북도 포항시남구 장기면 읍내리,5,12,9,0,12,79
4711133022,경상북도 포항시남구 장기면 마현리,33,63,13,0,12,77
4711133024,경상북도 포항시남구 장기면 영암리,32,42,8,0,4,53
4825032026,경상남도 김해시 주촌면 양동리,48,6,72,0,6,249
4773046037,경상북도 의성군 안평면 석탑리,159,2,47,0,5,664
4773046039,경상북도 의성군 안평면 신안리,150,3,94,0,11,752
4773046040,경상북도 의성군 안평면 대사리,126,10,36,0,11,457
4723011700,경상북도 영천시 본촌동,73,8,4,54,13,225
4723011900,경상북도 영천시 괴연동,74,8,48,0,10,383
4721038000,경상북도 영주시 단산면,1049,547,953,42,125,6511
4713032028,경상북도 경주시 양남면 읍천리,38,7,12,13,4,131
4889041030,경상남도 합천군 대양면 백암리,148,2,4,0,3,575
4889041031,경상남도 합천군 대양면 오산리,75,1,28,0,4,467
4889042021,경상남도 합천군 쌍백면 대곡리,66,0,16,0,2,302
4889042023,경상남도 합천군 쌍백면 평구리,85,77,6,0,19,302
4889042024,경상남도 합천군 쌍백면 평지리,102,28,4,0,11,271
4889037030,경상남도 합천군 쌍책면 오서리,44,43,12,0,32,241
4889038000,경상남도 합천군 덕곡면,407,279,28,0,111,1855
4889038022,경상남도 합천군 덕곡면 장리,73,35,9,0,4,363
4889038024,경상남도 합천군 덕곡면 학리,39,70,2,0,17,37
4889038025,경상남도 합천군 덕곡면 율지리,0,84,0,0,52,91
4713025026,경상북도 경주시 감포읍 노동리,62,16,57,0,1,303
4713025028,경상북도 경주시 감포읍 호동리,37,30,20,0,6,374
4113111100,경기도 성남시수정구 심곡동,46,95,13,0,16,129
4711133041,경상북도 포항시남구 장기면 대곡리,54,19,30,0,13,446
4711133043,경상북도 포항시남구 장기면 정천리,72,16,31,0,5,386
4715044000,경상북도 김천시 대덕면,1234,576,787,5,115,7072
4715044021,경상북도 김천시 대덕면 연화리,201,51,19,0,12,768
4715044023,경상북도 김천시 대덕면 외감리,40,22,75,0,3,317
4715044025,경상북도 김천시 대덕면 가례리,110,83,2,0,23,416
4715044026,경상북도 김천시 대덕면 조룡리,199,62,23,0,6,917
4715044028,경상북도 김천시 대덕면 관기리,132,72,6,0,14,382
4687038030,전라남도 영광군 낙월면 오도리,0,0,2,0,4,56
4687037025,전라남도 영광군 법성면 덕흥리,50,77,17,0,12,176
4889036029,경상남도 합천군 초계면 대평리,11,7,62,0,2,0
4889036030,경상남도 합천군 초계면 유하리,11,9,53,0,6,0
4889037000,경상남도 합천군 쌍책면,569,353,40,0,189,2785
4161010100,경기도 광주시 경안동,18,66,6,0,8,45
3171025626,울산광역시 울주군 온양읍 삼광리,90,6,61,0,9,416
4423034030,충청남도 논산시 상월면 학당리,69,41,0,0,6,84
4423034031,충청남도 논산시 상월면 주곡리,42,61,9,1,9,100
4423034032,충청남도 논산시 상월면 한천리,73,47,6,98,8,116
4423035000,충청남도 논산시 부적면,716,1019,4,349,250,759
4423035021,충청남도 논산시 부적면 마구평리,16,39,0,120,0,9
4717025026,경상북도 안동시 풍산읍 회곡리,123,21,9,0,43,249
4717025027,경상북도 안동시 풍산읍 계평리,80,52,1,0,101,211
4717025029,경상북도 안동시 풍산읍 수곡리,153,42,1,0,14,342
4159000000,경기도 화성시,15634,16108,1120,380,3304,32318
4161033025,경기도 광주시 도척면 상림리,53,44,128,0,17,901
4686038028,전라남도 함평군 월야면 예덕리,127,0,2,0,6,156
4686034022,전라남도 함평군 엄다면 송로리,62,64,5,8,8,154
4717041026,경상북도 안동시 예안면 삼계리,130,24,53,0,56,994
4717041027,경상북도 안동시 예안면 도촌리,55,0,239,0,0,1529
4717040024,경상북도 안동시 임동면 갈전리,99,10,0,0,36,757
4159033030,경기도 화성시 마도면 고모리,49,59,5,0,24,109
4159034021,경기도 화성시 송산면 사강리,94,72,12,0,0,132
4159034022,경기도 화성시 송산면 봉가리,41,56,4,0,0,72
4159032025,경기도 화성시 비봉면 구포리,110,108,28,0,5,118
4882025000,경상남도 고성군 고성읍,607,910,427,229,102,2135
4719011300,경상북도 구미시 공단동,256,443,27,85,219,194
4719032026,경상북도 구미시 옥성면 산촌리,105,32,108,0,8,356
4719032027,경상북도 구미시 옥성면 태봉리,69,38,49,0,2,322
4683038024,전라남도 영암군 학산면 학계리,42,72,77,0,12,507
4681025035,전라남도 강진군 강진읍 서산리,75,123,110,0,24,628
4713025025,경상북도 경주시 감포읍 오류리,110,110,39,0,28,1012
4773044042,경상북도 의성군 다인면 덕지리,156,77,67,0,16,502
4773044043,경상북도 의성군 다인면 덕미리,108,4,171,0,6,475
4725041031,경상북도 상주시 화서면 하송리,24,44,208,0,55,1381
4725040024,경상북도 상주시 화동면 어산리,79,40,131,0,12,963
4725040025,경상북도 상주시 화동면 신촌리,63,45,92,34,20,172
4725040027,경상북도 상주시 화동면 보미리,69,1,132,0,11,335
4725040028,경상북도 상주시 화동면 양지리,90,0,72,0,8,248
4725041000,경상북도 상주시 화서면,956,168,680,130,112,3903
4725041021,경상북도 상주시 화서면 신봉리,88,0,9,0,0,76
4725041023,경상북도 상주시 화서면 달천리,55,16,2,25,4,57
4884033024,경상남도 남해군 삼동면 동천리,24,51,158,0,11,383
4884033025,경상남도 남해군 삼동면 봉화리,6,101,443,0,38,1523
4884034000,경상남도 남해군 미조면,26,10,402,0,37,1098
4884034021,경상남도 남해군 미조면 송정리,19,9,324,0,8,833
4713036023,경상북도 경주시 현곡면 하구리,170,29,52,60,12,212
4713036025,경상북도 경주시 현곡면 무과리,43,39,8,0,9,104
4713036026,경상북도 경주시 현곡면 남사리,77,4,23,0,25,593
4713036028,경상북도 경주시 현곡면 래태리,21,8,127,0,18,662
4713034026,경상북도 경주시 산내면 의곡리,57,27,79,0,11,264
4713034027,경상북도 경주시 산내면 내일리,49,37,279,0,38,1400
4713034028,경상북도 경주시 산내면 우라리,39,21,171,0,4,911
4713035000,경상북도 경주시 서면,838,215,423,137,167,3403
4713035021,경상북도 경주시 서면 천촌리,116,0,81,0,10,465
4717010200,경상북도 안동시 서부동,0,3,0,0,0,0
4713033031,경상북도 경주시 내남면 안심리,99,26,157,7,10,758
4713033032,경상북도 경주시 내남면 박달리,89,48,394,0,54,1644
4889035030,경상남도 합천군 율곡면 문림리,42,43,0,0,36,125
4889035031,경상남도 합천군 율곡면 본천리,130,8,17,0,3,558
4889035033,경상남도 합천군 율곡면 제내리,52,75,0,0,144,187
4889035034,경상남도 합천군 율곡면 임북리,78,81,1,0,204,171
4889036021,경상남도 합천군 초계면 아막리,23,1,9,0,0,84
4889033031,경상남도 합천군 가야면 황산리,56,16,105,0,9,436
4889033032,경상남도 합천군 가야면 야천리,56,4,135,0,4,406
4889033033,경상남도 합천군 가야면 구원리,21,0,96,0,70,446
4889034000,경상남도 합천군 야로면,690,245,497,0,120,3222
4889034021,경상남도 합천군 야로면 덕암리,47,11,40,0,18,267
4889034023,경상남도 합천군 야로면 정대리,37,43,79,0,37,298
4824034000,경상남도 사천시 축동면,550,159,10,0,77,1534
4824034021,경상남도 사천시 축동면 배춘리,71,67,5,0,3,94
4824034022,경상남도 사천시 축동면 길평리,40,9,0,0,2,58
4824034024,경상남도 사천시 축동면 탑리,86,24,1,0,5,346
4824033000,경상남도 사천시 용현면,556,358,243,172,112,1347
4831033024,경상남도 거제시 남부면 다대리,20,6,92,0,7,340
4831033025,경상남도 거제시 남부면 갈곶리,0,0,29,0,13,284
4831034000,경상남도 거제시 거제면,475,265,711,0,102,2171
4831034021,경상남도 거제시 거제면 법동리,55,5,117,0,11,419
4831034023,경상남도 거제시 거제면 내간리,59,35,88,0,4,313
4831037029,경상남도 거제시 연초면 천곡리,32,0,31,0,0,153
4888038021,경상남도 거창군 남하면 무릉리,111,133,31,0,37,561
4888038023,경상남도 거창군 남하면 둔마리,176,112,12,0,3,593
4888038024,경상남도 거창군 남하면 지산리,220,137,31,0,21,835
4711133025,경상북도 포항시남구 장기면 신창리,35,62,16,6,8,116
4711133027,경상북도 포항시남구 장기면 계원리,51,25,25,0,2,341
4711133029,경상북도 포항시남구 장기면 수성리,71,61,65,1,39,1015
4711133030,경상북도 포항시남구 장기면 임중리,41,87,5,0,13,213
4711133032,경상북도 포항시남구 장기면 산서리,92,116,100,0,44,1145
4711133034,경상북도 포항시남구 장기면 금오리,70,31,11,0,2,174
4711312100,경상북도 포항시북구 장성동,134,45,4,0,6,336
4711312200,경상북도 포항시북구 양덕동,128,88,12,0,11,358
4713025928,경상북도 경주시 외동읍 개곡리,108,42,71,122,19,505
4725041029,경상북도 상주시 화서면 지산리,115,1,15,0,1,138
4725041030,경상북도 상주시 화서면 상곡리,44,46,148,0,22,786
4713013600,경상북도 경주시 신평동,62,64,31,0,66,197
4713013700,경상북도 경주시 덕동,18,16,28,0,131,614
4713013800,경상북도 경주시 암곡동,80,89,247,0,87,1952
4713013900,경상북도 경주시 황용동,30,18,154,0,27,1808
4713014000,경상북도 경주시 북군동,51,199,47,8,29,211
4713014100,경상북도 경주시 손곡동,77,35,34,0,11,244
4713014200,경상북도 경주시 율동,75,185,111,100,70,347
4713014400,경상북도 경주시 석장동,84,17,58,0,14,261
