bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
전북특별자치도 무주군 설천면 심곡리,31,0,1562,15,61,0,5273032029,571
전북특별자치도 무주군 설천면 삼공리,20,0,2991,0,37,0,5273032030,436
전북특별자치도 무주군 적상면,130,0,9839,128,587,0,5273033000,2865
전북특별자치도 임실군 운암면 운종리,84,0,112,0,2,0,5275032031,77
전북특별자치도 임실군 운암면 운암리,95,0,235,1,22,0,5275032032,251
전북특별자치도 임실군 운암면 금기리,110,0,271,0,2,0,5275032033,102
전북특별자치도 임실군 운암면 운정리,255,0,156,0,2,0,5275032034,150
전북특별자치도 임실군 신평면,206,0,1925,428,119,0,5275033000,690
전북특별자치도 임실군 신평면 창인리,22,0,272,38,9,0,5275033021,57
전북특별자치도 임실군 신평면 대리,39,0,115,98,35,0,5275033022,82
전북특별자치도 임실군 신평면 호암리,39,0,295,128,11,0,5275033023,133
전북특별자치도 임실군 신평면 원천리,22,0,259,11,35,0,5275033024,54
전북특별자치도 임실군 신평면 가덕리,30,0,265,71,4,0,5275033025,187
전북특별자치도 임실군 신평면 덕암리,35,0,280,36,22,0,5275033026,126
전북특별자치도 임실군 신평면 용암리,19,0,439,46,3,0,5275033027,52
전북특별자치도 임실군 성수면,131,45,3445,481,234,0,5275034000,1667
전북특별자치도 임실군 성수면 도인리,5,22,85,80,6,0,5275034021,203
전북특별자치도 임실군 성수면 양지리,13,0,74,74,25,0,5275034022,145
전북특별자치도 임실군 성수면 삼봉리,6,0,226,54,3,0,5275034023,155
전북특별자치도 임실군 성수면 태평리,4,0,231,37,45,0,5275034024,258
전북특별자치도 임실군 성수면 성수리,13,0,899,0,37,0,5275034025,100
전북특별자치도 임실군 성수면 왕방리,29,0,988,19,18,0,5275034026,90
전북특별자치도 임실군 성수면 오봉리,20,0,311,14,43,0,5275034027,110
전북특별자치도 임실군 성수면 삼청리,4,7,187,42,5,0,5275034028,129
전북특별자치도 임실군 성수면 월평리,14,16,174,67,29,0,5275034029,175
전북특별자치도 임실군 성수면 봉강리,11,0,118,71,18,0,5275034030,262
전북특별자치도 임실군 성수면 오류리,12,0,150,23,5,0,5275034031,41
전북특별자치도 임실군 오수면,229,288,904,679,305,0,5275035500,1631
전북특별자치도 임실군 오수면 오수리,29,2,59,66,37,0,5275035521,90
전북특별자치도 임실군 오수면 용정리,7,12,0,43,9,0,5275035522,82
강원특별자치도 동해시 신흥동,14,0,1409,1,38,3,5117013400,719
강원특별자치도 동해시 비천동,5,0,1020,0,20,0,5117013500,122
강원특별자치도 동해시 달방동,6,0,212,0,6,0,5117013600,388
강원특별자치도 태백시,313,0,13018,0,63,0,5119000000,16961
강원특별자치도 태백시 황지동,44,0,2254,0,40,0,5119010100,1613
강원특별자치도 태백시 장성동,34,0,296,0,3,0,5119010200,481
강원특별자치도 태백시 금천동,4,0,412,0,0,0,5119010300,503
강원특별자치도 태백시 철암동,18,0,1329,0,0,0,5119010400,767
강원특별자치도 태백시 문곡동,21,0,748,0,0,0,5119010500,629
강원특별자치도 태백시 동점동,56,0,1176,0,0,0,5119010600,962
강원특별자치도 태백시 소도동,13,0,720,0,0,0,5119010700,1346
강원특별자치도 태백시 혈동,9,0,1680,0,0,0,5119010800,2010
강원특별자치도 태백시 화전동,13,0,927,0,0,0,5119010900,1108
강원특별자치도 태백시 적각동,0,0,203,0,0,0,5119011000,184
강원특별자치도 태백시 창죽동,14,0,738,0,0,0,5119011100,1576
강원특별자치도 태백시 통동,12,0,817,0,0,0,5119011200,925
강원특별자치도 태백시 백산동,8,0,852,0,0,0,5119011300,355
강원특별자치도 태백시 원동,7,0,361,0,3,0,5119011400,1234
강원특별자치도 태백시 상사미동,21,0,238,0,15,0,5119011500,1121
강원특별자치도 태백시 하사미동,23,0,199,0,2,0,5119011600,1719
강원특별자치도 태백시 조탄동,17,0,65,0,0,0,5119011700,428
강원특별자치도 속초시,436,317,7307,225,410,105,5121000000,1747
강원특별자치도 속초시 영랑동,1,14,33,0,0,0,5121010100,0
강원특별자치도 속초시 동명동,8,4,54,0,0,0,5121010200,2
강원특별자치도 속초시 중앙동,0,4,25,0,0,0,5121010300,0
강원특별자치도 속초시 금호동,1,2,86,0,0,0,5121010400,23
강원특별자치도 속초시 청학동,0,0,18,0,0,0,5121010500,8
강원특별자치도 속초시 교동,14,11,91,29,0,22,5121010600,82
강원특별자치도 속초시 노학동,14,72,1113,61,257,18,5121010700,495
강원특별자치도 속초시 조양동,23,52,212,47,22,64,5121010800,183
강원특별자치도 속초시 청호동,28,0,29,0,0,0,5121010900,0
강원특별자치도 속초시 대포동,34,34,43,14,21,0,5121011000,185
강원특별자치도 속초시 도문동,36,28,382,53,82,0,5121011100,251
강원특별자치도 속초시 설악동,164,10,4948,21,27,0,5121011200,282
강원특별자치도 속초시 장사동,112,85,274,1,0,0,5121011300,237
강원특별자치도 삼척시,2117,201,62027,382,1803,0,5123000000,52143
강원특별자치도 삼척시 성내동,1,0,0,0,0,0,5123010100,8
강원특별자치도 삼척시 성북동,3,0,0,0,0,0,5123010200,29
강원특별자치도 삼척시 읍상동,2,0,0,0,0,0,5123010300,2
강원특별자치도 삼척시 읍중동,0,0,0,0,0,0,5123010400,2
강원특별자치도 삼척시 당저동,0,0,0,0,0,0,5123010500,44
강원특별자치도 삼척시 교동,3,13,4,0,12,0,5123010600,330
강원특별자치도 삼척시 갈천동,5,3,0,7,4,0,5123010700,112
강원특별자치도 삼척시 증산동,1,0,0,0,3,0,5123010800,59
강원특별자치도 삼척시 우지동,1,0,0,13,14,0,5123010900,258
강원특별자치도 삼척시 마달동,0,0,0,3,13,0,5123011000,90
강원특별자치도 삼척시 자원동,2,0,0,0,0,0,5123011100,128
강원특별자치도 삼척시 평전동,0,0,0,0,1,0,5123011200,104
강원특별자치도 삼척시 등봉동,0,0,81,0,10,0,5123011300,170
강원특별자치도 삼척시 도경동,19,0,371,0,4,0,5123011400,362
강원특별자치도 삼척시 마평동,36,0,34,0,15,0,5123011500,283
강원특별자치도 삼척시 오사동,6,0,4,0,0,0,5123011600,15
강원특별자치도 삼척시 건지동,6,0,0,0,0,0,5123011700,131
강원특별자치도 삼척시 원당동,7,0,0,0,0,0,5123011800,79
강원특별자치도 삼척시 성남동,6,0,3,0,0,0,5123011900,113
강원특별자치도 삼척시 남양동,18,0,4,0,0,0,5123012000,151
강원특별자치도 삼척시 사직동,8,0,5,0,0,0,5123012100,202
강원특별자치도 삼척시 오분동,7,0,47,0,0,0,5123012200,97
강원특별자치도 삼척시 적노동,3,0,70,0,0,0,5123012300,267
강원특별자치도 삼척시 조비동,0,0,308,0,2,0,5123012400,623
강원특별자치도 삼척시 정상동,12,0,14,0,3,0,5123012500,172
강원특별자치도 삼척시 정하동,15,3,0,0,0,0,5123012600,82
강원특별자치도 삼척시 근산동,0,0,22,0,0,0,5123012700,163
강원특별자치도 삼척시 도계읍,85,0,7649,0,30,0,5123025000,8631
강원특별자치도 삼척시 도계읍 발이리,12,0,298,0,3,0,5123025021,797
강원특별자치도 삼척시 도계읍 차구리,0,0,3,0,1,0,5123025022,395
강원특별자치도 삼척시 도계읍 고사리,11,0,48,0,9,0,5123025023,160
강원특별자치도 삼척시 도계읍 산기리,6,0,81,0,0,0,5123025024,751
강원특별자치도 삼척시 도계읍 무건리,4,0,342,0,0,0,5123025025,543
강원특별자치도 삼척시 도계읍 한내리,1,0,414,0,0,0,5123025026,117
강원특별자치도 삼척시 도계읍 늑구리,13,0,427,0,9,0,5123025027,468
강원특별자치도 삼척시 도계읍 점리,0,0,492,0,0,0,5123025028,676
강원특별자치도 삼척시 도계읍 마교리,6,0,75,0,0,0,5123025029,718
강원특별자치도 삼척시 도계읍 도계리,8,0,43,0,0,0,5123025030,484
강원특별자치도 삼척시 도계읍 상덕리,0,0,713,0,0,0,5123025031,409
강원특별자치도 삼척시 도계읍 황조리,0,0,718,0,0,0,5123025032,346
강원특별자치도 삼척시 도계읍 전두리,4,0,199,0,0,0,5123025033,126
강원특별자치도 삼척시 도계읍 흥전리,11,0,887,0,2,0,5123025034,490
강원특별자치도 삼척시 도계읍 심포리,3,0,516,0,1,0,5123025035,576
강원특별자치도 삼척시 도계읍 구사리,0,0,362,0,0,0,5123025036,658
강원특별자치도 삼척시 도계읍 신리,8,0,2031,0,4,0,5123025037,914
강원특별자치도 삼척시 원덕읍,552,43,11464,59,589,0,5123025300,4995
강원특별자치도 삼척시 원덕읍 갈남리,6,11,88,4,0,0,5123025321,235
강원특별자치도 삼척시 원덕읍 임원리,30,6,1445,14,65,0,5123025322,497
강원특별자치도 삼척시 원덕읍 노곡리,4,8,320,15,15,0,5123025323,455
강원특별자치도 삼척시 원덕읍 이천리,44,0,3527,0,99,0,5123025324,1321
전북특별자치도 임실군 오수면 신기리,28,0,75,38,32,0,5275035523,40
전북특별자치도 임실군 오수면 둔덕리,43,8,202,39,32,0,5275035524,26
전북특별자치도 임실군 오수면 용두리,13,45,0,34,31,0,5275035525,83
전북특별자치도 임실군 오수면 둔기리,19,28,0,21,0,0,5275035526,41
전북특별자치도 임실군 오수면 대정리,23,70,1,36,13,0,5275035527,108
전북특별자치도 임실군 오수면 대명리,21,18,92,85,14,0,5275035528,265
전북특별자치도 임실군 오수면 오산리,9,29,0,86,7,0,5275035529,82
전북특별자치도 임실군 오수면 주천리,4,31,106,15,31,0,5275035530,137
전북특별자치도 임실군 오수면 오암리,3,8,161,53,67,0,5275035531,135
전북특별자치도 임실군 오수면 봉천리,9,0,128,78,13,0,5275035532,108
전북특별자치도 임실군 오수면 군평리,16,8,82,58,18,0,5275035533,250
전북특별자치도 임실군 오수면 금암리,6,29,0,28,1,0,5275035534,185
전북특별자치도 임실군 신덕면,82,0,4832,67,500,0,5275036000,1108
전북특별자치도 임실군 신덕면 수천리,8,0,810,9,67,0,5275036021,118
전북특별자치도 임실군 신덕면 삼길리,19,0,660,7,141,0,5275036022,369
전북특별자치도 임실군 신덕면 신흥리,12,0,339,1,49,0,5275036023,70
전북특별자치도 임실군 신덕면 신덕리,6,0,488,2,57,0,5275036024,144
전북특별자치도 임실군 신덕면 조월리,7,0,390,3,53,0,5275036025,112
전북특별자치도 임실군 신덕면 월성리,10,0,456,8,14,0,5275036026,64
전북특별자치도 임실군 신덕면 지장리,4,0,549,8,39,0,5275036027,77
전북특별자치도 임실군 신덕면 금정리,6,0,458,10,33,0,5275036028,61
전북특별자치도 임실군 신덕면 오궁리,10,0,682,20,47,0,5275036029,92
전북특별자치도 임실군 삼계면,111,27,2821,531,380,0,5275037000,1523
전북특별자치도 임실군 삼계면 후천리,11,8,71,25,29,0,5275037021,55
전북특별자치도 임실군 삼계면 봉현리,4,0,46,43,22,0,5275037022,83
전북특별자치도 임실군 삼계면 세심리,12,0,323,0,83,0,5275037023,116
전북특별자치도 임실군 삼계면 학정리,7,0,447,0,72,0,5275037024,135
전북특별자치도 임실군 삼계면 죽계리,4,0,437,18,19,0,5275037025,95
전북특별자치도 임실군 삼계면 홍곡리,4,0,169,86,22,0,5275037026,170
전북특별자치도 임실군 삼계면 산수리,25,0,392,17,27,0,5275037027,74
전북특별자치도 임실군 삼계면 삼계리,3,0,130,47,19,0,5275037028,130
전북특별자치도 임실군 삼계면 오지리,4,3,88,53,22,0,5275037031,208
전북특별자치도 임실군 삼계면 덕계리,6,2,169,57,10,0,5275037032,139
전북특별자치도 임실군 삼계면 두월리,3,13,77,47,9,0,5275037033,105
전북특별자치도 임실군 삼계면 뇌천리,12,0,123,50,4,0,5275037034,55
전북특별자치도 임실군 삼계면 삼은리,11,0,266,20,28,0,5275037035,34
전북특별자치도 임실군 삼계면 어은리,5,0,84,67,14,0,5275037036,125
전북특별자치도 임실군 관촌면,155,7,3694,400,203,0,5275038000,883
전북특별자치도 임실군 관촌면 용산리,15,2,65,56,9,0,5275038022,38
전북특별자치도 임실군 관촌면 도봉리,5,0,319,51,0,0,5275038023,53
전북특별자치도 임실군 관촌면 병암리,9,0,63,34,15,0,5275038024,27
전북특별자치도 임실군 관촌면 덕천리,26,0,335,59,16,0,5275038025,79
전북특별자치도 임실군 관촌면 관촌리,17,0,219,29,0,0,5275038026,112
전북특별자치도 임실군 관촌면 슬치리,1,0,233,30,0,0,5275038027,20
전북특별자치도 임실군 관촌면 방현리,8,0,87,7,27,0,5275038028,27
전북특별자치도 임실군 관촌면 신전리,10,0,530,2,61,0,5275038029,102
전북특별자치도 임실군 관촌면 상월리,7,0,494,12,25,0,5275038030,82
전북특별자치도 임실군 관촌면 회봉리,10,0,430,10,10,0,5275038031,71
전북특별자치도 임실군 관촌면 방수리,36,6,263,34,23,0,5275038032,116
전북특별자치도 임실군 관촌면 복흥리,10,0,379,66,5,0,5275038033,79
전북특별자치도 임실군 관촌면 운수리,2,0,277,11,12,0,5275038034,76
전북특별자치도 임실군 강진면,204,0,2932,120,295,0,5275039000,1512
전북특별자치도 임실군 강진면 백련리,18,0,263,40,51,0,5275039021,233
전북특별자치도 임실군 강진면 부흥리,12,0,239,41,18,0,5275039022,203
전북특별자치도 임실군 강진면 갈담리,12,0,116,21,12,0,5275039023,117
전북특별자치도 임실군 강진면 회진리,9,0,96,4,8,0,5275039024,48
전북특별자치도 임실군 강진면 용수리,48,0,662,0,39,0,5275039025,257
전북특별자치도 임실군 강진면 옥정리,78,0,0,6,14,0,5275039026,156
전북특별자치도 임실군 강진면 문방리,23,0,92,8,29,0,5275039027,180
전북특별자치도 임실군 강진면 필봉리,1,0,372,0,59,0,5275039028,164
전북특별자치도 임실군 강진면 학석리,2,0,492,0,47,0,5275039029,116
전북특별자치도 임실군 강진면 방현리,0,0,600,0,19,0,5275039030,37
전북특별자치도 임실군 덕치면,125,13,2158,134,270,0,5275040000,1511
전북특별자치도 임실군 덕치면 두지리,3,0,232,18,32,0,5275040021,115
전북특별자치도 군산시 개정면 통사리,9,10,6,83,16,0,5213036025,104
전북특별자치도 군산시 개정면 옥석리,13,0,0,347,2,0,5213036026,24
전북특별자치도 군산시 성산면,442,66,76,567,55,38,5213037000,1476
전북특별자치도 군산시 성산면 성덕리,392,18,49,73,7,0,5213037021,218
전북특별자치도 군산시 성산면 둔덕리,2,2,4,80,4,0,5213037022,160
전북특별자치도 군산시 성산면 고봉리,2,0,0,98,11,0,5213037023,208
전북특별자치도 군산시 성산면 도암리,1,4,1,78,11,0,5213037024,235
전북특별자치도 군산시 성산면 여방리,6,23,18,78,3,38,5213037025,255
전북특별자치도 군산시 성산면 대명리,35,1,0,31,1,0,5213037026,122
전북특별자치도 군산시 성산면 창오리,2,7,4,59,11,0,5213037027,122
전북특별자치도 군산시 성산면 산곡리,2,11,0,69,7,0,5213037028,159
전북특별자치도 군산시 나포면,715,32,419,856,83,7,5213038000,989
전북특별자치도 군산시 나포면 나포리,95,0,127,95,8,0,5213038021,116
전북특별자치도 군산시 나포면 장상리,10,8,98,100,21,0,5213038022,235
전북특별자치도 군산시 나포면 옥곤리,311,1,100,189,14,0,5213038023,179
전북특별자치도 군산시 나포면 주곡리,205,3,31,302,13,0,5213038024,134
전북특별자치도 군산시 나포면 부곡리,7,20,47,63,10,0,5213038025,185
전북특별자치도 군산시 나포면 서포리,87,0,17,108,17,7,5213038026,141
전북특별자치도 군산시 옥도면,444,47,623,16,8,11,5213039000,805
전북특별자치도 군산시 옥도면 어청도리,30,0,122,0,0,0,5213039023,60
전북특별자치도 군산시 옥도면 선유도리,35,3,86,1,0,0,5213039024,78
전북특별자치도 군산시 옥도면 무녀도리,16,27,53,2,0,0,5213039025,91
전북특별자치도 군산시 옥도면 신시도리,117,1,183,3,0,11,5213039026,214
전북특별자치도 군산시 옥도면 야미도리,117,0,33,0,0,0,5213039027,24
전북특별자치도 군산시 옥도면 장자도리,3,0,2,0,0,0,5213039028,6
전북특별자치도 군산시 옥도면 관리도리,20,0,53,3,0,0,5213039029,44
전북특별자치도 군산시 옥도면 말도리,77,16,26,0,0,0,5213039030,187
전북특별자치도 군산시 옥도면 비안도리,10,0,54,7,8,0,5213039031,82
전북특별자치도 군산시 옥도면 대장도리,18,0,13,0,0,0,5213039033,3
전북특별자치도 군산시 옥도면 두리도리,1,0,0,0,0,0,5213039034,16
전북특별자치도 군산시 옥서면,111,275,0,1260,52,0,5213040000,381
전북특별자치도 군산시 옥서면 옥봉리,86,220,0,483,26,0,5213040021,230
전북특별자치도 군산시 옥서면 선연리,26,55,0,777,26,0,5213040022,152
전북특별자치도 익산시,2260,2150,2467,19636,4383,15,5214000000,19831
전북특별자치도 익산시 창인동1가,0,0,0,0,0,0,5214010100,24
전북특별자치도 익산시 창인동2가,0,0,0,0,0,0,5214010200,27
전북특별자치도 익산시 중앙동1가,0,0,0,0,0,0,5214010300,5
전북특별자치도 익산시 중앙동2가,0,0,0,0,0,0,5214010400,5
전북특별자치도 익산시 중앙동3가,0,0,0,0,0,0,5214010500,10
전북특별자치도 익산시 평화동,5,0,0,49,0,0,5214010600,27
전북특별자치도 익산시 갈산동,0,0,0,0,0,0,5214010700,17
전북특별자치도 익산시 주현동,0,0,0,10,0,0,5214010800,25
전북특별자치도 익산시 인화동1가,0,0,0,38,0,0,5214010900,15
전북특별자치도 익산시 인화동2가,6,0,0,122,0,0,5214011000,8
전북특별자치도 익산시 동산동,10,0,0,167,2,0,5214011100,56
전북특별자치도 익산시 마동,0,16,0,34,0,0,5214011200,98
전북특별자치도 익산시 남중동,0,0,0,9,6,0,5214011300,159
전북특별자치도 익산시 모현동1가,0,5,0,67,19,0,5214011400,86
전북특별자치도 익산시 모현동2가,1,0,27,62,21,0,5214011500,61
전북특별자치도 익산시 송학동,1,5,0,68,8,0,5214011600,66
전북특별자치도 익산시 목천동,31,0,0,574,0,0,5214011700,0
전북특별자치도 익산시 만석동,7,0,0,217,5,0,5214011800,21
전북특별자치도 익산시 현영동,4,0,1,189,6,0,5214011900,60
전북특별자치도 익산시 신용동,23,3,0,237,14,0,5214012000,198
전북특별자치도 익산시 신동,2,17,0,44,22,0,5214012100,168
전북특별자치도 익산시 영등동,6,45,0,39,21,0,5214012200,206
전북특별자치도 익산시 어양동,3,16,0,35,13,0,5214012300,146
전북특별자치도 익산시 신흥동,25,13,0,243,2,0,5214012400,155
전북특별자치도 익산시 금강동,22,4,0,343,1,0,5214012500,62
전북특별자치도 익산시 석탄동,44,0,0,515,0,0,5214012600,0
전북특별자치도 익산시 팔봉동,1,13,0,74,23,0,5214012700,274
전북특별자치도 익산시 덕기동,5,18,0,77,36,0,5214012800,244
전북특별자치도 익산시 석왕동,5,35,0,34,18,0,5214012900,211
전북특별자치도 익산시 은기동,6,63,0,21,20,0,5214013000,143
전북특별자치도 익산시 정족동,3,29,0,71,11,0,5214013100,108
전북특별자치도 익산시 임상동,10,54,0,98,17,0,5214013200,106
전북특별자치도 익산시 월성동,0,18,0,27,15,0,5214013300,179
전북특별자치도 익산시 부송동,9,43,0,114,50,0,5214013400,320
전북특별자치도 익산시 용제동,4,0,0,31,7,0,5214013500,119
전북특별자치도 익산시 석암동,13,3,0,115,9,0,5214013600,99
전북특별자치도 익산시 함열읍,12,52,19,657,270,15,5214025000,869
전북특별자치도 익산시 함열읍 와리,9,18,5,218,28,15,5214025021,168
전북특별자치도 익산시 함열읍 남당리,0,8,5,119,29,0,5214025022,107
전북특별자치도 익산시 함열읍 흘산리,0,12,9,40,33,0,5214025023,136
전북특별자치도 익산시 함열읍 석매리,2,14,0,153,105,0,5214025024,234
전북특별자치도 익산시 함열읍 용지리,0,0,0,50,12,0,5214025025,24
전북특별자치도 익산시 함열읍 다송리,0,0,0,77,63,0,5214025026,200
전북특별자치도 익산시 오산면,207,19,0,2418,84,0,5214031000,273
전북특별자치도 익산시 오산면 송학리,0,8,0,29,8,0,5214031021,36
강원특별자치도 삼척시 원덕읍 옥원리,27,10,333,16,60,0,5123025325,444
강원특별자치도 삼척시 원덕읍 호산리,83,7,11,5,19,0,5123025326,183
강원특별자치도 삼척시 원덕읍 월천리,56,1,172,4,52,0,5123025327,298
강원특별자치도 삼척시 원덕읍 노경리,83,0,753,0,77,0,5123025328,290
강원특별자치도 삼척시 원덕읍 사곡리,14,0,1709,0,25,0,5123025330,311
강원특별자치도 삼척시 원덕읍 기곡리,61,0,1671,0,81,0,5123025331,429
강원특별자치도 삼척시 원덕읍 산양리,144,0,1435,2,97,0,5123025332,530
강원특별자치도 삼척시 근덕면,319,136,6666,278,588,0,5123031000,5390
강원특별자치도 삼척시 근덕면 상맹방리,8,5,111,6,28,0,5123031021,224
강원특별자치도 삼척시 근덕면 하맹방리,26,5,102,60,34,0,5123031022,218
강원특별자치도 삼척시 근덕면 금계리,0,0,88,0,10,0,5123031023,589
강원특별자치도 삼척시 근덕면 교가리,36,6,29,32,86,0,5123031024,249
강원특별자치도 삼척시 근덕면 교곡리,22,28,488,7,26,0,5123031025,788
강원특별자치도 삼척시 근덕면 덕산리,18,6,42,12,2,0,5123031026,147
강원특별자치도 삼척시 근덕면 부남리,29,17,57,10,48,0,5123031027,176
강원특별자치도 삼척시 근덕면 광태리,6,9,199,5,30,0,5123031028,154
강원특별자치도 삼척시 근덕면 동막리,92,53,2151,7,132,0,5123031029,719
강원특별자치도 삼척시 근덕면 궁촌리,30,6,1993,59,59,0,5123031030,890
강원특별자치도 삼척시 근덕면 매원리,20,0,640,48,85,0,5123031031,395
강원특별자치도 삼척시 근덕면 초곡리,8,0,122,15,5,0,5123031032,136
강원특별자치도 삼척시 근덕면 장호리,3,0,122,12,12,0,5123031034,281
강원특별자치도 삼척시 하장면,317,0,8431,19,92,0,5123032000,11800
강원특별자치도 삼척시 하장면 중봉리,39,0,4126,0,10,0,5123032021,665
강원특별자치도 삼척시 하장면 번천리,25,0,929,0,0,0,5123032022,1619
강원특별자치도 삼척시 하장면 숙암리,75,0,797,0,1,0,5123032023,994
강원특별자치도 삼척시 하장면 광동리,46,0,173,0,3,0,5123032024,837
강원특별자치도 삼척시 하장면 장전리,17,0,224,0,18,0,5123032025,530
강원특별자치도 삼척시 하장면 추동리,14,0,333,0,11,0,5123032026,1165
강원특별자치도 삼척시 하장면 한소리,1,0,14,0,0,0,5123032027,637
강원특별자치도 삼척시 하장면 토산리,26,0,250,0,14,0,5123032028,607
강원특별자치도 삼척시 하장면 갈전리,47,0,1101,19,36,0,5123032029,718
강원특별자치도 삼척시 하장면 공전리,0,0,0,0,0,0,5123032030,363
강원특별자치도 삼척시 하장면 둔전리,8,0,143,0,0,0,5123032031,461
강원특별자치도 삼척시 하장면 역둔리,0,0,8,0,0,0,5123032032,307
강원특별자치도 삼척시 하장면 대전리,6,0,22,0,0,0,5123032033,348
강원특별자치도 삼척시 하장면 어리,2,0,113,0,0,0,5123032034,650
강원특별자치도 삼척시 하장면 판문리,4,0,73,0,0,0,5123032035,1008
강원특별자치도 삼척시 하장면 용연리,5,0,123,0,0,0,5123032036,894
강원특별자치도 삼척시 노곡면,114,4,8889,2,64,0,5123033000,5366
강원특별자치도 삼척시 노곡면 여삼리,0,0,29,0,0,0,5123033021,610
강원특별자치도 삼척시 노곡면 상천기리,8,0,71,0,1,0,5123033022,244
강원특별자치도 삼척시 노곡면 하반천리,6,0,25,0,1,0,5123033023,233
강원특별자치도 삼척시 노곡면 상반천리,7,0,353,0,0,0,5123033024,221
강원특별자치도 삼척시 노곡면 우발리,0,0,78,0,0,0,5123033025,208
강원특별자치도 삼척시 노곡면 고자리,9,0,241,0,0,0,5123033026,266
강원특별자치도 삼척시 노곡면 하월산리,7,0,325,0,0,0,5123033027,250
강원특별자치도 삼척시 노곡면 개산리,0,0,516,0,0,0,5123033028,47
강원특별자치도 삼척시 노곡면 상월산리,7,0,492,0,0,0,5123033029,90
강원특별자치도 삼척시 노곡면 하군천리,6,0,680,0,0,0,5123033030,196
강원특별자치도 삼척시 노곡면 상군천리,4,0,551,0,3,0,5123033031,252
강원특별자치도 삼척시 노곡면 둔달리,1,0,273,0,0,0,5123033032,62
강원특별자치도 삼척시 노곡면 주지리,7,0,1147,0,2,0,5123033033,236
강원특별자치도 삼척시 노곡면 하마읍리,39,4,1728,1,24,0,5123033034,356
강원특별자치도 삼척시 노곡면 중마읍리,5,0,1238,1,25,0,5123033035,185
강원특별자치도 삼척시 노곡면 상마읍리,7,0,1144,0,6,0,5123033036,1911
강원특별자치도 삼척시 미로면,252,0,4329,0,197,0,5123034000,5142
강원특별자치도 삼척시 미로면 무사리,21,0,10,0,3,0,5123034021,132
강원특별자치도 삼척시 미로면 사둔리,16,0,179,0,10,0,5123034022,535
강원특별자치도 삼척시 미로면 하거노리,50,0,95,0,50,0,5123034023,425
강원특별자치도 삼척시 미로면 상거노리,41,0,207,0,25,0,5123034024,440
강원특별자치도 삼척시 미로면 상정리,21,0,62,0,9,0,5123034025,173
강원특별자치도 삼척시 미로면 하정리,24,0,179,0,9,0,5123034026,219
강원특별자치도 삼척시 미로면 천기리,33,0,24,0,8,0,5123034027,215
강원특별자치도 삼척시 미로면 활기리,12,0,1286,0,5,0,5123034028,650
강원특별자치도 삼척시 미로면 하사전리,5,0,60,0,3,0,5123034029,184
강원특별자치도 삼척시 미로면 동산리,0,0,29,0,16,0,5123034030,332
강원특별자치도 삼척시 미로면 상사전리,1,0,199,0,3,0,5123034031,330
강원특별자치도 삼척시 미로면 삼거리,11,0,787,0,20,0,5123034032,215
강원특별자치도 삼척시 미로면 고천리,9,0,678,0,18,0,5123034033,529
강원특별자치도 삼척시 미로면 내미로리,7,0,534,0,18,0,5123034034,764
강원특별자치도 삼척시 가곡면,166,0,11988,0,102,0,5123035000,2973
강원특별자치도 삼척시 가곡면 오목리,5,0,1380,0,13,0,5123035021,230
강원특별자치도 삼척시 가곡면 탕곡리,33,0,1002,0,32,0,5123035022,369
강원특별자치도 삼척시 가곡면 오저리,39,0,971,0,27,0,5123035023,427
강원특별자치도 삼척시 가곡면 풍곡리,69,0,6496,0,26,0,5123035024,1426
강원특별자치도 삼척시 가곡면 동활리,19,0,2140,0,5,0,5123035025,520
강원특별자치도 삼척시 신기면,147,0,1644,0,55,0,5123036000,3776
강원특별자치도 삼척시 신기면 신기리,39,0,1,0,9,0,5123036021,465
강원특별자치도 삼척시 신기면 서하리,6,0,30,0,0,0,5123036022,254
전북특별자치도 임실군 덕치면 사곡리,10,0,175,20,50,0,5275040022,298
전북특별자치도 임실군 덕치면 가곡리,4,0,417,22,18,0,5275040023,82
전북특별자치도 임실군 덕치면 천담리,30,0,278,24,19,0,5275040024,111
전북특별자치도 임실군 덕치면 장암리,19,6,237,1,80,0,5275040025,334
전북특별자치도 임실군 덕치면 일중리,8,2,162,0,22,0,5275040026,102
전북특별자치도 임실군 덕치면 물우리,29,3,455,3,14,0,5275040027,160
전북특별자치도 임실군 덕치면 회문리,21,2,201,44,34,0,5275040028,312
전북특별자치도 임실군 지사면,46,103,542,467,94,0,5275041000,517
전북특별자치도 임실군 지사면 관기리,2,7,127,57,3,0,5275041021,51
전북특별자치도 임실군 지사면 원산리,1,0,50,81,6,0,5275041022,37
전북특별자치도 임실군 지사면 안하리,3,21,163,76,21,0,5275041023,135
전북특별자치도 임실군 지사면 금평리,3,5,92,60,10,0,5275041024,57
전북특별자치도 임실군 지사면 영천리,12,5,29,70,30,0,5275041025,41
전북특별자치도 임실군 지사면 방계리,15,11,26,67,7,0,5275041026,49
전북특별자치도 임실군 지사면 계산리,10,55,57,56,16,0,5275041027,146
전북특별자치도 순창군 순창읍,51,26,419,371,248,0,5277025000,1008
전북특별자치도 순창군 순창읍 순화리,4,0,104,23,26,0,5277025021,107
전북특별자치도 순창군 순창읍 남계리,11,2,16,32,46,0,5277025022,70
