bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
충청남도 공주시 이인면 구암리,3,43,12,40,151,59,4415031030
충청남도 공주시 유구읍 추계리,9,47,45,103,380,86,4415025033
충청남도 공주시 유구읍 덕곡리,4,66,82,57,234,21,4415025034
충청남도 공주시 유구읍 문금리,4,72,346,201,380,116,4415025035
경기도 평택시,4272,13106,747,3220,2303,22921,4122000000
경기도 평택시 현덕면 신왕리,242,36,9,25,63,61,4122037027
경기도 평택시 현덕면 대안리,121,105,28,58,24,256,4122037028
경기도 평택시 현덕면 권관리,245,191,3,13,9,148,4122037030
경기도 평택시 현덕면 방축리,0,93,0,5,0,127,4122037032
경상남도 합천군 쌍백면 백역리,5,28,324,75,131,50,4889042030
경상남도 합천군 쌍백면 하신리,5,38,221,43,160,74,4889042031
경상남도 합천군 쌍백면 죽전리,5,37,188,28,82,48,4889042033
경상남도 합천군 삼가면,145,626,2269,333,1633,1041,4889043000
경상남도 합천군 삼가면 용흥리,8,49,371,29,238,105,4889043022
경상남도 합천군 삼가면 일부리,17,58,98,3,60,74,4889043024
경상남도 합천군 삼가면 어전리,10,31,27,34,153,102,4889043025
충청남도 부여군 외산면 문신리,2,52,0,53,122,77,4476033024
충청남도 부여군 외산면 가덕리,0,32,0,50,277,48,4476033025
충청남도 부여군 외산면 갈산리,3,47,0,42,175,49,4476033027
충청남도 부여군 외산면 장항리,14,44,0,41,350,63,4476033028
충청남도 부여군 외산면 만수리,54,97,52,40,631,18,4476033030
충청남도 부여군 외산면 복덕리,6,23,0,18,142,47,4476033031
충청남도 부여군 외산면 화성리,5,119,0,55,681,119,4476033032
충청남도 부여군 내산면,56,480,464,500,1805,741,4476034000
충청남도 부여군 내산면 운치리,15,45,182,40,82,112,4476034021
경상북도 상주시 화동면 선교리,5,73,113,149,189,196,4725040022
경상북도 상주시 화북면,174,564,6363,350,1970,459,4725042000
경상북도 상주시 화북면 장암리,54,80,1042,24,365,82,4725042022
경상북도 상주시 화북면 상오리,12,95,1634,47,331,54,4725042023
경상북도 상주시 화북면 중벌리,53,90,1419,73,357,75,4725042025
경상북도 상주시 외서면,149,693,3984,593,2296,1105,4725043000
경상북도 상주시 외서면 연봉리,6,88,64,96,108,95,4725043021
경상북도 상주시 모서면 득수리,7,84,622,86,218,104,4725039029
경상북도 상주시 이안면 구미리,3,50,360,33,118,97,4725046024
경상북도 상주시 이안면 대현리,0,31,172,14,130,61,4725046025
경상북도 상주시 이안면 지산리,10,39,5,23,52,109,4725046027
경상북도 상주시 이안면 흑암리,0,31,21,21,37,73,4725046028
전라남도 고흥군 금산면 신촌리,28,123,0,106,81,109,4677033024
전라남도 고흥군 금산면 석정리,5,324,215,139,175,129,4677033025
전라남도 고흥군 금산면 오천리,12,99,462,29,211,34,4677033027
전라남도 고흥군 도화면,195,1269,799,1519,1766,1086,4677034000
전라남도 고흥군 도화면 구암리,70,237,156,342,431,188,4677034022
전라남도 고흥군 도화면 사덕리,35,94,0,108,133,119,4677034023
전라남도 고흥군 도화면 봉산리,5,81,91,72,157,69,4677034026
전라남도 고흥군 도화면 당오리,8,100,52,99,69,116,4677034027
전라남도 고흥군 금산면,171,1393,2199,691,1489,609,4677033000
전라남도 보성군 벌교읍 추동리,26,131,514,66,296,133,4678025326
전라남도 보성군 벌교읍 칠동리,8,122,188,68,167,178,4678025329
경상북도 문경시 가은읍 전곡리,26,97,173,5,131,115,4728025328
경상북도 문경시 가은읍 성유리,3,72,161,6,127,18,4728025329
경상북도 문경시 가은읍 완장리,26,135,2653,228,945,91,4728025331
충청남도 논산시 강경읍,79,156,0,55,0,413,4423025000
충청남도 논산시 강경읍 북옥리,0,3,0,5,0,2,4423025023
서울특별시 중구 주교동,0,7,0,0,0,0,1114015200
서울특별시 중구 오장동,0,7,0,0,0,0,1114015400
서울특별시 종로구 궁정동,0,4,0,0,1,2,1111010300
서울특별시 종로구 효자동,0,5,0,0,0,1,1111010400
서울특별시 종로구 통의동,0,6,0,0,0,0,1111010600
충청남도 논산시 강경읍 중앙리,0,0,0,0,0,10,4423025026
충청남도 서산시 해미면 산수리,34,70,149,43,407,42,4421039024
충청남도 서산시 해미면 삼송리,4,122,23,126,156,136,4421039027
충청남도 서산시 해미면 웅소성리,3,48,0,31,0,28,4421039032
충청남도 서산시 해미면 전천리,13,35,0,0,0,64,4421039035
서울특별시 중구 을지로2가,0,11,0,0,0,0,1114010500
서울특별시 중구 남대문로1가,0,2,0,0,0,0,1114010600
서울특별시 중구 태평로2가,0,8,0,0,0,0,1114011400
서울특별시 중구 남대문로3가,0,3,0,0,0,0,1114011600
서울특별시 중구 봉래동2가,0,4,0,0,0,9,1114012000
서울특별시 중구 회현동3가,0,1,0,0,0,0,1114012300
서울특별시 중구 충무로1가,0,6,0,0,0,0,1114012400
서울특별시 중구 명동2가,0,12,0,0,0,0,1114012700
충청남도 부여군 내산면 온해리,2,49,4,91,260,88,4476034024
부산광역시 중구 동광동1가,0,0,0,0,0,2,2611011100
부산광역시 중구 동광동2가,0,2,0,0,1,0,2611011200
부산광역시 중구 동광동3가,0,2,0,0,1,0,2611011300
부산광역시 중구 동광동5가,0,5,0,4,0,0,2611011500
부산광역시 중구 대청동1가,0,3,0,6,3,0,2611011600
부산광역시 중구 대청동2가,0,2,0,1,0,0,2611011700
충청남도 태안군 소원면 모항리,4,5,0,19,2,7,4482534027
충청남도 태안군 원북면 이곡리,50,125,0,112,239,238,4482535022
충청남도 태안군 남면 원청리,3,137,0,37,0,103,4482532026
부산광역시 중구 창선동2가,0,2,0,0,0,0,2611013200
부산광역시 중구 남포동3가,0,1,0,0,0,0,2611013800
부산광역시 중구 남포동6가,0,0,0,0,0,7,2611014100
부산광역시 영도구 신선동1가,0,0,1,9,2,0,2620011200
충청남도 부여군 은산면 거전리,21,37,26,0,294,45,4476032031
충청남도 부여군 은산면 내지리,4,51,66,22,135,134,4476032033
충청남도 부여군 은산면 금공리,14,40,19,26,67,76,4476032035
충청남도 부여군 외산면 삼산리,2,33,4,14,369,28,4476033021
부산광역시 중구,15,88,0,49,61,71,2611000000
부산광역시 중구 대창동1가,0,2,0,0,0,0,2611010200
충청남도 태안군 남면 당암리,37,224,0,92,5,372,4482532027
충청남도 태안군 남면 신온리,48,470,0,62,0,309,4482532028
충청남도 태안군 근흥면 두야리,20,163,82,84,15,279,4482533021
부산광역시 영도구 신선동2가,0,0,7,6,17,0,2620011300
경상남도 통영시 산양읍 미남리,6,19,174,32,61,12,4822025023
경상북도 의성군 안사면 신수리,13,17,269,92,302,31,4773047024
경상남도 거제시 남부면 저구리,33,24,676,43,311,36,4831033022
충청남도 논산시 연산면 송산리,1,44,0,3,0,145,4423036038
충청남도 논산시 연산면 신양리,0,105,124,84,66,68,4423036040
서울특별시 용산구 이촌동,243,164,0,0,0,0,1117012900
서울특별시 용산구 동빙고동,4,18,0,13,0,5,1117013200
서울특별시 용산구 서빙고동,24,40,0,5,0,9,1117013300
서울특별시 용산구 주성동,10,4,0,3,0,1,1117013400
서울특별시 용산구 보광동,15,38,0,18,0,1,1117013600
서울특별시 성동구,314,690,0,241,28,409,1120000000
서울특별시 성동구 상왕십리동,1,4,0,0,0,10,1120010100
서울특별시 성동구 하왕십리동,1,19,0,33,0,9,1120010200
서울특별시 용산구,386,1102,29,151,123,401,1117000000
서울특별시 중구 충무로5가,0,4,0,2,0,0,1114013300
서울특별시 종로구 행촌동,0,5,0,7,0,0,1111018100
경상남도 합천군 가회면 월계리,8,48,331,133,300,97,4889044021
충청북도 충주시 주덕읍 제내리,11,70,0,59,8,109,4313025028
충청북도 충주시 주덕읍 장록리,20,74,22,67,16,167,4313025029
충청북도 충주시 주덕읍 덕련리,2,102,85,41,75,43,4313025030
충청북도 충주시 살미면,1308,776,4393,281,1887,391,4313031000
충청북도 충주시 살미면 세성리,9,116,449,37,185,52,4313031021
충청북도 충주시 살미면 재오개리,71,22,580,2,131,20,4313031023
충청북도 충주시 살미면 신당리,225,18,548,8,37,1,4313031025
충청북도 충주시 살미면 신매리,125,23,109,15,151,4,4313031026
충청북도 진천군 백곡면 명암리,0,105,617,4,200,50,4375034028
충청북도 진천군 이월면,173,1416,987,492,538,1925,4375035000
충청북도 진천군 진천읍 읍내리,18,57,0,8,0,11,4375025024
경기도 의정부시 고산동,7,143,107,78,119,122,4115011200
경기도 의정부시 산곡동,4,113,217,33,139,78,4115011300
부산광역시 영도구 봉래동1가,0,0,0,0,0,7,2620011500
부산광역시 영도구 봉래동2가,0,3,0,0,0,9,2620011600
부산광역시 영도구 봉래동3가,0,7,0,0,1,2,2620011700
부산광역시 중구 대청동3가,0,1,0,0,0,0,2611011800
부산광역시 중구 대청동4가,0,3,0,8,7,0,2611011900
부산광역시 중구 보수동2가,0,6,0,0,0,0,2611012100
부산광역시 중구 보수동3가,0,5,0,0,0,0,2611012200
부산광역시 중구 부평동2가,0,2,0,0,0,4,2611012400
부산광역시 중구 부평동4가,0,4,0,0,0,1,2611012600
부산광역시 중구 신창동1가,0,2,0,0,0,1,2611012700
부산광역시 서구 남부민동,4,12,13,5,50,24,2614012300
경상남도 합천군 삼가면 문송리,3,49,503,57,122,68,4889043031
경상남도 합천군 삼가면 덕진리,6,26,420,17,73,58,4889043032
경상남도 합천군 가회면,113,320,2764,640,2313,867,4889044000
충청북도 충주시 주덕읍 사락리,5,128,64,80,173,77,4313025027
충청북도 진천군 진천읍 성석리,21,61,0,22,0,170,4375025025
충청북도 진천군 진천읍 벽암리,1,28,0,13,26,68,4375025026
충청북도 진천군 진천읍 장관리,32,115,12,66,21,130,4375025028
충청북도 진천군 진천읍 지암리,6,97,173,23,264,106,4375025030
충청북도 진천군 진천읍 사석리,8,83,43,51,156,65,4375025031
충청북도 진천군 진천읍 상계리,6,48,104,8,281,52,4375025033
충청북도 진천군 진천읍 연곡리,10,49,462,3,194,36,4375025035
충청북도 진천군 진천읍 삼덕리,11,41,0,15,0,218,4375025036
충청북도 진천군 진천읍 가산리,19,39,0,2,0,112,4375025038
충청북도 진천군 진천읍 산척리,6,39,0,0,0,120,4375025040
충청북도 진천군 진천읍 원덕리,0,46,61,19,138,37,4375025023
충청북도 음성군 대소면 대풍리,7,199,0,37,15,112,4377034032
충청북도 음성군 삼성면 덕정리,13,336,0,55,0,186,4377035021
서울특별시 서대문구 냉천동,0,3,0,5,1,2,1141010500
서울특별시 서대문구 천연동,0,4,0,7,3,1,1141010600
서울특별시 서대문구 영천동,0,3,1,4,4,2,1141010800
서울특별시 성북구 석관동,14,36,5,0,45,73,1129013900
서울특별시 성북구,27,420,353,7,1234,421,1129000000
서울특별시 성북구 성북동,0,53,31,7,172,1,1129010100
서울특별시 성동구 행당동,1,72,0,41,0,35,1120010700
서울특별시 성동구 응봉동,9,27,0,0,6,14,1120010800
서울특별시 성동구 금호동2가,0,18,0,11,2,0,1120011000
서울특별시 성동구 금호동3가,0,15,0,14,2,2,1120011100
충청북도 음성군 대소면 태생리,10,155,0,49,0,118,4377034022
충청북도 음성군 대소면 소석리,0,179,0,42,0,99,4377034023
충청북도 음성군 대소면 부윤리,0,93,0,83,0,127,4377034025
충청북도 음성군 대소면 수태리,4,90,0,84,0,111,4377034026
전라남도 여수시 화양면 장수리,4,120,98,96,162,41,4613033029
전라남도 여수시 남면,60,472,688,789,2014,184,4613034000
전라남도 여수시 남면 우학리,2,77,14,96,227,29,4613034021
전라남도 여수시 남면 심장리,4,58,90,55,201,32,4613034022
전라남도 여수시 남면 유송리,11,58,230,88,364,13,4613034024
전라남도 여수시 남면 안도리,6,36,36,47,233,12,4613034025
서울특별시 성북구 보문동3가,0,4,0,0,7,0,1129013200
서울특별시 성북구 정릉동,2,91,289,0,437,23,1129013300
서울특별시 성북구 하월곡동,1,22,2,0,69,86,1129013600
서울특별시 성북구 장위동,2,34,0,0,79,88,1129013800
서울특별시 용산구 용산동2가,0,55,2,0,40,20,1117010200
서울특별시 용산구 용산동4가,0,69,0,0,0,10,1117010300
서울특별시 용산구 남영동,0,0,0,0,0,7,1117010500
서울특별시 용산구 동자동,0,6,0,5,0,17,1117010700
서울특별시 용산구 서계동,0,14,0,3,0,8,1117010800
서울특별시 성동구 성수동1가,77,209,0,0,0,0,1120011400
서울특별시 성동구 성수동2가,38,105,0,0,0,80,1120011500
서울특별시 성북구 삼선동3가,0,5,0,0,12,0,1129011300
경기도 성남시분당구 대장동,5,83,73,12,254,66,4113511600
경기도 성남시분당구 석운동,1,57,48,8,269,40,4113511700
경기도 의정부시,175,2145,2630,810,1444,978,4115000000
부산광역시 금정구 두구동,37,115,93,65,158,159,2641010100
부산광역시 금정구 노포동,12,72,34,99,166,106,2641010200
부산광역시 금정구 청룡동,4,34,122,67,356,28,2641010300
부산광역시 금정구 남산동,7,46,52,20,173,67,2641010400
부산광역시 금정구 오륜동,138,23,158,44,297,29,2641010600
부산광역시 금정구 구서동,8,69,92,48,316,98,2641010700
부산광역시 금정구 부곡동,9,46,33,64,182,64,2641010900
부산광역시 금정구 서동,0,15,4,34,92,23,2641011000
부산광역시 기장군 기장읍 만화리,1,19,64,28,186,65,2671025030
부산광역시 기장군 기장읍 석산리,1,17,0,58,30,46,2671025031
부산광역시 기장군 기장읍 시랑리,21,33,0,77,88,61,2671025033
대전광역시 동구 인동,5,13,0,0,0,25,3011010200
대전광역시 동구 효동,3,6,0,0,0,11,3011010300
서울특별시 강동구 길동,0,66,0,29,5,61,1174010500
대전광역시 동구 자양동,0,45,4,20,24,22,3011011100
대전광역시 동구 신안동,2,0,0,0,0,15,3011011200
대전광역시 동구 소제동,3,14,0,0,0,19,3011011300
대전광역시 동구 용전동,0,55,0,2,22,41,3011011500
대전광역시 동구 성남동,3,52,0,0,0,26,3011011600
대전광역시 동구 홍도동,0,20,0,2,0,42,3011011700
대전광역시 동구 용계동,102,7,0,17,2,4,3011012400
충청북도 보은군 보은읍,207,1119,710,683,1918,1595,4372025000
충청북도 보은군 보은읍 삼산리,5,41,0,0,0,1,4372025021
충청북도 보은군 보은읍 죽전리,16,25,0,3,33,35,4372025022
충청북도 보은군 내북면,137,863,3071,189,1526,531,4372039000
경상북도 경주시 천북면 갈곡리,12,85,163,66,93,116,4713038023
경상북도 경주시 천북면 동산리,15,126,10,109,47,113,4713038025
경상북도 경주시 천북면 화산리,26,194,338,291,430,174,4713038026
경상북도 경주시 천북면 신당리,95,110,90,59,114,215,4713038029
경기도 의정부시 호원동,24,273,695,50,0,34,4115010200
경기도 의정부시 장암동,33,158,506,98,52,48,4115010300
경기도 성남시분당구,235,1700,1103,383,2410,1139,4113500000
경기도 성남시분당구 분당동,2,72,44,28,144,49,4113510100
부산광역시 기장군 장안읍,139,455,664,950,1830,1100,2671025300
부산광역시 기장군 장안읍 좌천리,7,21,1,42,33,51,2671025321
부산광역시 사상구 모라동,0,20,230,25,125,102,2653010200
부산광역시 사상구 덕포동,0,44,27,13,45,88,2653010300
대전광역시 동구 효평동,2,40,239,34,265,78,3011012600
대전광역시 동구 천동,2,20,6,3,23,16,3011010400
서울특별시 강동구 상일동,4,128,0,61,26,74,1174010300
대전광역시 동구 판암동,7,100,71,43,94,47,3011010700
대전광역시 동구 사성동,71,18,56,27,60,10,3011013200
대전광역시 동구 내탑동,175,10,143,0,63,7,3011013300
대전광역시 동구 오동,111,19,57,9,59,7,3011013400
대전광역시 동구 낭월동,7,107,393,3,82,10,3011013600
대전광역시 동구 대별동,11,59,53,11,69,39,3011013700
대전광역시 동구 이사동,2,56,109,59,150,47,3011013800
대전광역시 동구 장척동,2,21,166,9,75,17,3011014000
대전광역시 동구 소호동,1,48,138,7,168,30,3011014100
충청북도 단양군 단양읍 현천리,72,21,41,0,41,0,4380025021
충청북도 단양군 단양읍 덕상리,3,27,162,0,88,3,4380025022
충청북도 단양군 단양읍 증도리,93,1,55,0,35,0,4380025024
충청북도 단양군 단양읍 별곡리,65,29,31,4,89,8,4380025025
충청북도 단양군 단양읍 상진리,78,63,78,0,231,4,4380025027
충청북도 단양군 단양읍 도담리,125,50,78,2,141,0,4380025028
충청북도 단양군 단양읍 후곡리,0,15,54,0,83,4,4380025029
충청북도 단양군 단양읍 노동리,35,68,665,0,122,23,4380025031
